"_time","三重県","京都府","佐賀県","兵庫県","北海道","千葉県","和歌山県","埼玉県","大分県","大阪府","奈良県","宮城県","宮崎県","富山県","山口県","山形県","山梨県","岐阜県","岡山県","岩手県","島根県","広島県","徳島県","愛媛県","愛知県","新潟県","東京都","栃木県","沖縄県","滋賀県","熊本県","石川県","神奈川県","福井県","福岡県","福島県","秋田県","群馬県","茨城県","長崎県","長野県","青森県","静岡県","香川県","高知県","鳥取県","鹿児島県"
"1586530800.000000",2,7,1,42,16,36,0,37,0,70,2,7,1,7,1,1,3,9,0,0,4,26,0,2,10,1,198,3,8,4,1,12,76,4,43,1,2,35,12,0,0,5,2,0,0,0,0
"1586617200.000000",0,12,0,17,12,44,1,40,0,45,2,6,0,14,4,5,2,6,0,0,1,6,0,0,2,0,171,0,9,0,2,9,31,2,30,1,0,11,6,0,1,0,2,4,6,0,0
"1586703600.000000",0,12,0,9,5,19,0,15,1,24,3,3,0,5,1,1,1,7,0,0,1,3,0,7,9,0,98,1,7,2,1,8,15,4,11,0,0,0,1,0,7,0,5,11,0,0,0
"1586790000.000000",2,5,2,19,18,16,1,22,2,59,3,10,0,6,1,4,1,8,1,0,2,25,0,2,10,3,160,1,4,11,3,10,20,0,33,1,1,6,6,0,1,0,1,1,0,0,0
"1586876400.000000",1,5,0,20,23,35,2,61,5,74,6,1,0,6,3,6,3,3,0,0,3,23,0,1,12,1,127,3,10,1,2,9,40,8,30,1,0,10,3,1,2,0,1,1,2,0,0
"1586962800.000000",6,10,0,31,23,58,1,51,4,52,1,10,0,7,1,5,3,5,1,0,1,5,0,1,14,1,150,2,8,5,0,6,56,3,26,9,0,6,4,1,6,0,1,1,0,0,0
"1587049200.000000",6,10,1,27,33,35,1,26,0,55,2,4,0,11,1,4,3,1,1,0,1,6,0,0,10,6,204,2,7,11,2,14,33,1,17,3,0,2,8,1,2,0,1,2,1,0,2
"1587135600.000000",3,7,0,21,38,34,1,37,0,88,4,4,0,12,0,2,2,1,0,0,0,6,0,3,17,3,185,0,9,2,2,13,44,2,24,8,0,6,4,0,0,0,0,1,1,2,1
"1587222000.000000",1,9,1,11,27,18,0,37,0,48,2,0,0,4,0,1,1,2,1,0,1,2,0,1,10,0,107,2,5,1,3,5,30,6,16,2,0,2,4,0,5,0,2,1,4,0,1
"1587308400.000000",3,8,0,11,17,22,0,12,1,84,2,1,0,19,0,3,0,0,0,0,0,5,0,1,5,0,100,3,6,1,1,3,17,1,2,2,0,2,4,0,0,0,0,2,1,0,2
